file,mode,solve_time_s,status,termination,gap,best_bound,objective,Tmax,client_delay_sum,viol_C_sum,client_switches,positions_slack_used,switches_slot_sum,presence_sum,idle_sum,n_positions,n_jobs,n_planes,n_clients,H
scn_few-tight_seed101.xlsx,soft,0.444,ok,optimal,,,116.241,20.241000000000003,0.0,5.0,0.0,0.0,0.0,96.0,0.0,5.0,14.0,3.0,2.0,21.641
scn_few-tight_seed101.xlsx,medium,0.641,ok,optimal,,,1000116.241,20.241000000000003,0.0,7.0,1.0,0.0,0.0,0.0,96.0,5.0,14.0,3.0,2.0,21.641
scn_few-tight_seed101.xlsx,hard,0.761,ok,optimal,,,21000116.241,20.241000000000003,0.0,4.0,1.0,1.0,0.0,0.0,96.0,5.0,14.0,3.0,2.0,21.641
scn_few-tight_seed102.xlsx,soft12,0.367,ok,optimal,,,107.87,17.869999999999997,0.0,0.0,0.0,0.0,0.0,90.0,0.0,5.0,12.0,3.0,2.0,19.27
scn_few-tight_seed102.xlsx,soft,0.337,ok,optimal,,,107.87,17.869999999999997,0.0,4.0,0.0,0.0,0.0,90.0,0.0,5.0,12.0,3.0,2.0,19.27
scn_few-tight_seed102.xlsx,medium,0.39,ok,optimal,,,107.87,17.869999999999997,0.0,4.0,0.0,0.0,0.0,0.0,90.0,5.0,12.0,3.0,2.0,19.27
scn_few-tight_seed102.xlsx,hard,0.364,ok,optimal,,,20000107.87,17.869999999999997,0.0,4.0,0.0,1.0,0.0,0.0,90.0,5.0,12.0,3.0,2.0,19.27
scn_few-tight_seed103.xlsx,soft12,0.333,ok,optimal,,,115.602,19.602,0.0,0.0,0.0,0.0,0.0,96.0,0.0,5.0,12.0,3.0,2.0,21.001
scn_few-tight_seed103.xlsx,soft,0.323,ok,optimal,,,115.602,19.602,0.0,6.0,0.0,0.0,0.0,96.0,0.0,5.0,12.0,3.0,2.0,21.001
scn_few-tight_seed103.xlsx,medium,0.343,ok,optimal,,,115.602,19.602,0.0,5.0,0.0,0.0,0.0,0.0,96.0,5.0,12.0,3.0,2.0,21.001
scn_few-tight_seed103.xlsx,hard,0.429,ok,optimal,,,115.602,19.602,0.0,3.0,0.0,0.0,0.0,0.0,96.0,5.0,12.0,3.0,2.0,21.001
scn_few-tight_seed104.xlsx,soft12,0.491,ok,optimal,,,99.696,15.696,0.0,0.0,0.0,0.0,0.0,84.0,0.0,5.0,10.0,3.0,2.0,17.096
scn_few-tight_seed104.xlsx,soft,0.505,ok,optimal,,,99.696,15.696,0.0,4.0,0.0,0.0,0.0,84.0,0.0,5.0,10.0,3.0,2.0,17.096
scn_few-tight_seed104.xlsx,medium,0.277,ok,optimal,,,99.696,15.696,0.0,4.0,0.0,0.0,0.0,84.0,0.0,5.0,10.0,3.0,2.0,17.096
scn_few-tight_seed104.xlsx,hard,0.464,ok,optimal,,,99.696,15.696,0.0,2.0,0.0,0.0,0.0,0.0,84.0,5.0,10.0,3.0,2.0,17.096
scn_few-tight_seed105.xlsx,soft12,0.329,ok,optimal,,,115.617,19.617,0.0,0.0,0.0,0.0,0.0,0.0,96.0,5.0,12.0,3.0,2.0,21.017
scn_few-tight_seed105.xlsx,soft,0.321,ok,optimal,,,115.617,19.617,0.0,5.0,0.0,0.0,0.0,0.0,96.0,5.0,12.0,3.0,2.0,21.017
scn_few-tight_seed105.xlsx,medium,0.366,ok,optimal,,,115.617,19.617,0.0,3.0,0.0,0.0,0.0,0.0,96.0,5.0,12.0,3.0,2.0,21.017
scn_few-tight_seed105.xlsx,hard,0.405,ok,optimal,,,115.617,19.617,0.0,2.0,0.0,0.0,0.0,0.0,96.0,5.0,12.0,3.0,2.0,21.017
scn_few-tight_seed106.xlsx,soft12,0.314,ok,optimal,,,111.613,18.613,0.0,0.0,0.0,0.0,0.0,93.0,0.0,5.0,12.0,3.0,2.0,20.014
scn_few-tight_seed106.xlsx,soft,0.314,ok,optimal,,,111.613,18.613,0.0,6.0,0.0,0.0,0.0,93.0,0.0,5.0,12.0,3.0,2.0,20.014
scn_few-tight_seed106.xlsx,medium,0.378,ok,optimal,,,111.613,18.613,0.0,4.0,0.0,0.0,0.0,0.0,93.0,5.0,12.0,3.0,2.0,20.014
scn_few-tight_seed106.xlsx,hard,0.362,ok,optimal,,,111.613,18.613,0.0,3.0,0.0,0.0,0.0,0.0,93.0,5.0,12.0,3.0,2.0,20.014
scn_few-tight_seed107.xlsx,soft12,0.251,ok,optimal,,,100.37899999999999,16.378999999999998,0.0,0.0,0.0,0.0,0.0,84.0,0.0,5.0,10.0,3.0,2.0,17.779
scn_few-tight_seed107.xlsx,soft,0.245,ok,optimal,,,100.37899999999999,16.378999999999998,0.0,5.0,0.0,0.0,0.0,84.0,0.0,5.0,10.0,3.0,2.0,17.779
